,addr,scp,car_sum
1025,[39 82],6.370466169734422,4.0
1027,[70 48],4.136610357430326,2.0
1028,[75 40],8.564998798048283,7.0
1029,[59 30],5.377925589666986,4.0
1030,[73 87],4.992827305397597,4.0
1031,[16 55],13.937185312480596,9.0
1033,[73 88],3.3465989701126593,3.0
1034,[ 7 47],10.756677485998056,8.0
1039,[ 1 59],9.176291541605433,6.0
1040,[ 8 34],3.7281994844174475,2.0
1041,[87 75],7.717540285723978,5.0
1043,[13 55],7.240794319854622,5.0
1044,[82 26],5.0170119626967695,4.0
1045,[15 76],8.338062080911598,6.0
1046,[24 15],6.0247127807237515,4.0
1047,[33 86],4.114408139853629,4.0
1048,[96 92],5.768480173579121,4.0
1049,[73 15],7.392999191424445,4.0
1050,[ 7 92],13.264368330471873,10.0
1051,[ 9 56],8.285435416061151,6.0
1052,[26 46],3.457635863271256,2.0
1053,[28 93],3.529487580057295,2.0
1054,[79  1],8.297926968850863,6.0
1055,[96 14],13.734944618002684,9.0
1058,[52 87],4.968364450859188,3.0
1060,[10 50],8.764062923858738,6.0
1062,[85 60],10.986675606115687,6.0
1063,[40 36],12.60778678542181,8.0
1065,[58 53],7.972032829423508,4.0
1066,[76 88],4.334176167081763,3.0
1070,[97 92],6.77151212424624,4.0
1073,[51 73],5.075974111704855,4.0
1074,[32 47],11.72748335591315,8.0
1075,[43 70],6.781111130901428,6.0
1077,[78 42],3.9693286322223145,3.0
1078,[44 34],18.48676069188239,12.0
1079,[ 9 46],3.3626057363132213,2.0
1081,[44 71],10.06214171818458,8.0
1082,[ 7 33],5.759067220869338,3.0
1083,[67 58],10.884305907828553,7.0
1085,[76 60],16.277254183604214,10.0
1087,[78 98],8.672765789669452,6.0
1088,[37 42],5.459738165441835,4.0
1089,[61 18],14.063011342456937,8.0
1090,[36 84],5.061027712013226,3.0
1091,[ 4 51],4.146500401583548,4.0
1092,[80 28],5.401105782026947,4.0
1093,[75  1],14.107461481548649,10.0
1097,[93 14],3.3564015490320633,2.0
1098,[21 63],3.9796723725000476,3.0
1104,[64  3],11.399773245379656,6.0
1105,[ 7 71],6.850476963989241,5.0
1106,[48 77],6.860705920766556,4.0
1111,[18 49],16.687938010257565,10.0
1114,[39 68],10.668351681978974,6.0
1116,[54 76],10.963650804360794,6.0
1117,[62  7],20.28096614058244,12.0
1118,[97 26],3.8709084366599846,4.0
1119,[16 86],6.8362882247110495,5.0
1120,[93 97],3.3285129449426103,2.0
1121,[50 87],3.8916517932974557,3.0
1122,[15 74],4.824771912175011,4.0
1123,[70 71],5.302659552319186,4.0
1124,[23 32],4.818724097345145,4.0
1125,[80 16],3.03203761330671,3.0
1126,[29 51],11.262457893195803,6.0
1127,[21 78],7.222669705949713,6.0
1128,[22 43],8.914407593228983,6.0
1129,[19 76],10.822355630057206,7.0
1130,[64 47],9.067246617916428,6.0
1133,[73 10],8.343260980892186,6.0
1134,[37 70],5.9063158524348705,4.0
1135,[ 6 97],4.479916597877034,3.0
1136,[55 90],5.9503854780058285,4.0
1137,[92 75],3.856244446265122,2.0
1138,[38 75],5.395442397722467,3.0
1140,[82 28],3.4451912354748755,2.0
1141,[60 50],5.929843857857916,4.0
1142,[ 9 79],8.154243643289718,6.0
1146,[68 43],6.621328147498536,4.0
1148,[82 25],4.693752793434656,3.0
1149,[12 51],3.7229451957463073,2.0
1150,[65 34],6.363177386894337,3.0
1151,[97  2],4.872413581647912,3.0
1152,[13 77],5.855430293373712,4.0
1155,[64 73],4.695755969401974,3.0
1156,[92 60],11.292219674524446,7.0
1157,[48 93],12.890439947191743,8.0
1159,[76 25],4.185544706655865,3.0
1160,[ 9 91],11.023325451042043,8.0
1162,[39 85],4.2005595743405335,3.0
1165,[ 2 83],16.774701243949362,12.0
1167,[10 53],10.309652811430222,6.0
1168,[77 24],3.3348186274988865,3.0
1169,[98 67],7.307875873963375,4.0
1170,[38 85],3.00676498797359,2.0
1171,[ 0 91],5.175093567451562,3.0
1176,[99 15],3.14833525810875,2.0
1181,[83 23],6.687217623541213,4.0
1183,[63 12],12.274356186813021,8.0
1184,[71  9],8.252645046795397,5.0
1185,[55 92],3.147964528056975,2.0
1186,[69 58],7.119659803133212,4.0
1187,[ 1 91],3.221568432711681,2.0
1188,[95 12],5.377091536429155,4.0
1193,[ 9 92],13.303527631914491,8.0
1197,[45 41],6.237203374699004,4.0
1198,[38 78],9.783975977506877,6.0
1199,[49 90],8.816027076018385,6.0
1200,[47 74],4.828075213556783,4.0
1201,[69 18],3.965477531928947,3.0
1203,[74 28],9.370915499083974,6.0
1204,[16 85],7.851538645608803,6.0
1205,[50 74],3.3117719670127617,2.0
1206,[ 8 54],3.7528014702119346,2.0
1207,[95  7],7.317179039362421,4.0
1208,[52 93],9.645413264490346,6.0
1209,[12 55],4.464498620876677,4.0
1210,[86 85],4.666159363180695,3.0
1212,[73 14],4.151677685836438,3.0
1213,[76 16],5.087032296735625,3.0
1215,[56  0],3.4398485234778313,2.0
1216,[49 79],17.073945873590425,10.0
1217,[56 52],5.644304440389023,4.0
1218,[46 67],4.657720461380572,4.0
1219,[4 0],7.306303318321016,5.0
1220,[78 20],5.7055986139329296,3.0
1221,[37 37],3.6160909919242465,2.0
1225,[96 33],5.065573960711643,4.0
1226,[22 93],4.201913503151324,4.0
1227,[25 51],15.48095871375355,10.0
1228,[72  2],15.906798047878558,10.0
1229,[47 92],5.089474406420959,4.0
1230,[28 52],5.7110098050353795,4.0
1232,[62 33],3.7854396521058673,2.0
1233,[ 9 89],13.087653137153918,8.0
1234,[15 32],3.415584832767742,2.0
1235,[15 53],4.089390065078361,2.0
1236,[10 90],7.769626679044246,4.0
1238,[33 49],12.156533890519409,8.0
1240,[ 6 96],5.218423889792981,4.0
1241,[15 85],4.871531785878273,3.0
1243,[98 38],8.563487365827307,6.0
1244,[ 1 64],9.376745083343522,5.0
1245,[57 55],13.709261955789902,10.0
1246,[24 20],7.259683260745602,4.0
1247,[54 83],3.1323646257121087,2.0
1250,[29 52],4.405459588496285,2.0
1254,[33 55],12.841422904564155,8.0
1255,[ 6 47],11.738104578725064,8.0
1256,[30 33],12.200254759898515,7.0
1258,[22  7],10.381154090717585,7.0
1260,[ 1 96],7.982512031258295,5.0
1261,[82 95],11.410410678424142,7.0
1262,[58 55],4.682207740764223,4.0
1263,[97 42],3.6282373054142614,2.0
1264,[51 31],10.35911078308589,7.0
1265,[ 8 43],11.88665184877485,8.0
1267,[46 78],3.2403553890712313,2.0
1269,[68 52],4.448037198431084,3.0
1273,[70 69],3.4566987787331627,2.0
1274,[95  4],6.535650823366689,4.0
1276,[16 83],6.247587169989568,4.0
1277,[28 53],3.64949205176213,4.0
1279,[ 2 39],9.890866671647947,7.0
1281,[42 29],3.3823633867097667,2.0
1283,[83 39],8.590524925318874,6.0
1284,[30 82],8.01221704890071,5.0
1285,[75 98],7.435409287225215,5.0
1286,[22 42],6.2709508255545545,5.0
1288,[42 76],4.484260935021687,3.0
1289,[71  6],5.077223725696344,4.0
1291,[61 78],4.420214681435329,2.0
1292,[69 76],4.019373877659914,4.0
1294,[90 75],7.448768085403696,6.0
1295,[62 73],3.9191649730872373,3.0
1296,[1 1],5.3693412101855795,3.0
1298,[ 1 27],6.639336178853006,4.0
1300,[33 56],9.565557197466603,6.0
1301,[23 45],4.654781547758694,3.0
1302,[31 54],9.077405891854145,6.0
1303,[28 55],6.452274202592228,4.0
1304,[30 49],12.96319487713934,8.0
1305,[ 5 53],14.314942225735106,10.0
1306,[78 29],4.5416616507292265,3.0
1307,[ 8 52],4.5618526624120594,4.0
1309,[86 84],8.016027106877479,6.0
1310,[58 57],3.010958595221635,2.0
1313,[63 26],6.0164061058590566,4.0
1318,[ 2 35],25.10242968388675,14.0
1319,[14 84],3.6415757931307415,3.0
1321,[62 61],9.262909659399394,6.0
1322,[62 28],6.637938242774148,4.0
1323,[69 41],6.013654415196851,5.0
1324,[78  2],6.527316768653158,4.0
1326,[23 28],8.814125012145848,5.0
1327,[10 43],3.2152691815202425,2.0
1329,[42 78],3.192432461795428,2.0
1333,[0 4],6.9715385431818255,5.0
1334,[ 9 54],4.044428828230924,2.0
1335,[20 72],3.0896805805998464,2.0
1336,[32 48],8.626966138297066,6.0
1337,[57 58],5.03577643661318,4.0
1338,[ 4 49],3.527092609644525,2.0
1339,[90 76],4.867370093877753,2.0
1340,[78 60],13.753609061861995,8.0
1343,[ 3 56],10.048017055685115,8.0
1344,[62 19],19.054281341720227,12.0
1345,[94 10],3.9239387120842606,3.0
1347,[59 85],3.7155386084494095,2.0
1350,[35 53],5.40516416175736,4.0
1351,[31 46],10.831649787351074,8.0
1352,[96  6],3.2864107889314615,2.0
1355,[25 99],7.176774975458829,4.0
1356,[58 29],3.5576024783225995,2.0
1357,[69 71],6.8157681599216975,5.0
1359,[23 19],3.2092471338893738,2.0
1360,[71 25],6.618687951563255,4.0
1362,[44 63],4.541626071498239,2.0
1364,[ 4 88],5.161825075720585,3.0
1366,[76  9],7.538251223420934,5.0
1368,[85  2],10.152604821104488,6.0
1369,[68  9],3.4633882300977827,2.0
1370,[23 80],5.06820965416607,3.0
1371,[19 48],7.3323105146412475,5.0
1372,[68 64],3.479447404520174,2.0
1373,[ 5 83],3.1535190740443153,2.0
1374,[23 55],5.0352523867546966,4.0
1375,[76 89],11.891135359060996,7.0
1376,[61  8],14.511434165822795,8.0
1377,[94 73],3.889500279213197,2.0
1380,[75 22],4.55024932917554,4.0
1381,[69 40],6.326092553068101,3.0
1382,[41 33],5.433961689923444,4.0
1383,[95 92],7.257675663491365,4.0
1384,[77 11],6.841992431967899,5.0
1385,[98 80],9.374364766166217,6.0
1388,[30 51],14.151742456318313,10.0
1389,[ 9 55],6.3549665798293535,4.0
1390,[80 40],6.9171588316882655,4.0
1391,[61 13],10.888311226673709,8.0
1392,[76 42],6.913678222103342,4.0
1393,[ 7 55],19.332857728957535,14.0
1394,[44 79],8.943063338073475,6.0
1396,[41 73],6.79688673664153,5.0
1397,[ 9 53],12.735254270853323,8.0
1398,[70 67],5.108993589703614,3.0
1399,[74  5],4.36515152003584,3.0
1400,[58 84],5.5385898699010925,4.0
1401,[80 98],4.951959462578349,3.0
1405,[73 31],3.5076047275462354,2.0
1406,[26 85],3.4961071877143803,2.0
1407,[93 39],10.645570998389935,8.0
1409,[99  7],5.128088216516963,4.0
1410,[26 52],4.0738320904542595,4.0
1411,[94 88],11.886877930542274,8.0
1412,[63 83],8.155828596739084,6.0
1413,[68 66],3.814419073591852,2.0
1414,[ 1 95],9.2418111584688,5.0
1415,[95 22],12.777568910091375,8.0
1417,[32 99],7.901160136069004,6.0
1418,[72 12],4.586114101911578,3.0
1419,[64  6],8.089397824818889,6.0
1420,[83 90],3.052170984318139,2.0
1421,[ 1 92],3.5608269080035724,2.0
1422,[21 45],4.981404222730307,4.0
1423,[96 24],3.303882260538593,2.0
1424,[74 30],9.454760952427868,5.0
1427,[59 58],4.030490659802517,3.0
1428,[ 9 47],6.053417057609636,6.0
1429,[62 63],5.933060174601259,4.0
1430,[88 58],5.22017416250359,3.0
1431,[87 85],4.1434101957993335,2.0
1432,[ 6 46],4.775872294632055,4.0
1433,[65 30],3.4847816381348675,3.0
1434,[2 2],6.794484916127094,5.0
1437,[78 16],5.6775693940703,4.0
1439,[ 9 72],9.16309253104447,6.0
1440,[67 61],5.030290583486937,3.0
1444,[98 79],4.266721221975699,3.0
1445,[94 45],4.890062569715118,3.0
1446,[93  4],4.993322600257824,3.0
1448,[59 52],6.454054482060073,4.0
1449,[81 29],4.8540479206127305,3.0
1450,[22 20],5.395465465570662,4.0
1451,[68  8],6.441016067543638,5.0
1454,[95  6],5.215239163674099,3.0
1455,[40 69],12.890048406391681,8.0
1456,[12 32],6.035987609533255,4.0
1457,[39 84],4.15156581057391,3.0
1459,[71 11],5.5096098966570555,3.0
1460,[99  4],3.2912513655257616,2.0
1461,[42 34],15.968539834760916,10.0
1462,[ 7 78],15.327891352292987,10.0
1463,[82 89],6.37579593297883,4.0
1465,[61 73],5.335188222800626,3.0
1466,[40 67],4.5605615720660415,2.0
1467,[75 95],6.885468915265908,5.0
1470,[69 66],3.460399461341178,3.0
1472,[ 8 47],3.583451347461149,2.0
1473,[ 0 36],8.892560046522075,7.0
1474,[64 74],8.445736218804011,6.0
1475,[22 80],8.299700589824859,5.0
1476,[33 84],7.005400520395895,5.0
1477,[ 2 97],5.807937577076953,4.0
1479,[42 68],3.3006559884817577,2.0
1480,[35 33],4.763687456687283,3.0
1481,[33 51],10.097011543336919,6.0
1482,[94 22],3.7703107303837777,3.0
1483,[24 23],7.970022407448845,5.0
1484,[12 79],10.385299072307944,6.0
1485,[75 96],10.874301245342377,8.0
1486,[37 63],12.33955369411055,8.0
1487,[79  9],8.351624225165217,5.0
1489,[60 86],10.504324849588713,6.0
1490,[37 73],9.226675868391506,5.0
1491,[81  1],3.7836552873453275,2.0
1492,[ 9 44],9.898091169823362,6.0
1493,[69 15],8.387311751809811,5.0
1497,[ 1 85],3.3322151937967,2.0
1499,[65 36],6.583891099385612,4.0
1500,[ 1 86],8.157846869674147,5.0
1501,[41 35],9.226303150745386,6.0
1502,[62 13],8.137366193730097,6.0
1503,[ 7 56],9.361038913149363,6.0
1504,[57 53],13.635306412791174,10.0
1505,[56 84],6.125864873258129,4.0
1506,[98 37],4.25693954136536,3.0
1507,[74  4],7.588400348259453,4.0
1508,[94 14],4.287316617308974,3.0
1509,[21 81],5.350476290207554,4.0
1510,[22  6],4.338507410807465,3.0
1511,[29 86],3.721463479609217,3.0
1512,[17 81],3.1548868647792605,2.0
1514,[60 94],5.5744398864669895,3.0
1515,[64 25],22.66952345554841,14.0
1516,[ 8 40],10.20046382925086,7.0
1517,[43 30],14.761636443861306,10.0
1518,[14 32],5.845594683044222,4.0
1519,[16 52],7.800353965771125,5.0
1520,[61 26],14.324405156241149,10.0
1521,[37 76],3.863318499422414,3.0
1522,[68  7],4.157524447813822,2.0
1524,[11 49],4.761742544704952,3.0
1525,[84 99],4.755000347573398,3.0
1528,[19 79],5.999581972219499,3.0
1529,[92 77],4.772232385811566,3.0
1530,[60 46],5.87801744432546,4.0
1531,[10 93],9.42137583547041,6.0
1532,[61 79],14.057981103725677,8.0
1533,[71 28],4.879702557480044,3.0
1534,[61 32],6.699756588416671,4.0
1535,[14 85],6.32788581227319,4.0
1536,[23 82],4.655304765275879,3.0
1538,[83 14],3.431141145054297,2.0
1539,[22 52],10.159810823228968,6.0
1540,[ 0 78],3.2824467308571177,3.0
1541,[94 93],4.937801144754669,3.0
1542,[31 47],11.353655677051144,6.0
1547,[58 54],10.779444549427296,8.0
1549,[ 7 89],4.5618384993505,4.0
1550,[43 72],3.9159119263206823,2.0
1551,[10 32],4.055704878725818,2.0
1553,[71 12],7.46359443238269,5.0
1554,[21 68],11.627193398767055,7.0
1555,[ 0 74],3.7366096671016376,2.0
1556,[38 62],10.115800392740663,8.0
1557,[34 98],6.137180587009043,4.0
1558,[ 4 33],8.390273500448927,6.0
1561,[62 36],15.108724859723798,10.0
1562,[46 35],7.417846795133391,6.0
1563,[94 41],3.383590019735335,2.0
1564,[93 89],10.63816278496197,6.0
1565,[23  4],4.01088062199827,2.0
1566,[70 28],4.1310962391504935,3.0
1567,[63 79],6.819172353312765,5.0
1569,[19 77],4.563842424357569,2.0
1570,[88 78],4.293623792309994,2.0
1573,[99 75],4.141596925582347,3.0
1574,[62 12],3.786015819173481,2.0
1575,[40 37],13.111584227308844,8.0
1576,[ 9 78],7.5417020834178174,6.0
1577,[23 41],6.389114980261432,4.0
1579,[16 74],7.60507385292459,4.0
1580,[67 67],6.300878143841686,4.0
1581,[69 68],5.545928937511225,4.0
1582,[49 45],3.8176317324488824,2.0
1585,[42 39],6.4673342531671665,4.0
1587,[21 44],8.935617681567809,6.0
1588,[ 0 32],6.2027496071934465,4.0
1589,[74 42],6.193371854393904,4.0
1590,[70 38],7.260658988614769,6.0
1591,[37 40],6.203127915558477,5.0
1595,[99 44],5.251990868397621,4.0
1596,[68 16],3.4097247038163196,2.0
1597,[18 56],4.311941564875524,2.0
1598,[ 5 87],7.149730721672926,5.0
1599,[64  7],20.639796066222058,12.0
1600,[54 75],5.588876085339717,4.0
1601,[81 15],3.4404631264385594,2.0
1603,[82 42],5.94099976376226,3.0
1604,[59 94],4.266111183958448,3.0
1606,[ 3 95],4.312035315064332,3.0
1607,[14 76],3.697224760087806,3.0
1608,[52 77],14.744881058058551,10.0
1611,[63  3],3.7476465961288437,2.0
1612,[63 11],11.39137154265344,8.0
1613,[95 38],8.128774354627733,6.0
1614,[18 47],12.86744274726731,7.0
1617,[69 53],7.153246074099908,5.0
1618,[56 36],4.142278765298887,3.0
1619,[ 8 65],3.5975384056418056,2.0
1620,[ 6 29],7.5409600948443,5.0
1623,[22 39],5.227663450897149,3.0
1624,[43 63],13.45566318790177,8.0
1625,[90 78],3.2370325247404734,2.0
1626,[76 91],3.819107192464716,2.0
1627,[55 91],7.660235821501311,4.0
1630,[62 22],15.882519609995983,10.0
1631,[71 26],6.0252592274613,6.0
1632,[50 43],6.59443806752772,4.0
1633,[85 23],4.382625134824451,2.0
1634,[69 64],6.395241998344957,6.0
1635,[66 30],3.606460146558768,3.0
1636,[84 13],3.2209212576497217,2.0
1637,[59  1],6.705951311789417,4.0
1639,[87 59],3.2238472676972765,2.0
1641,[ 4 54],7.271362370463798,6.0
1642,[51 79],17.019363003125388,10.0
1643,[70 11],8.658593029328852,4.0
1644,[16 48],5.7540009562370695,4.0
1646,[64  9],5.779798527308937,4.0
1648,[36 53],7.240287548391891,6.0
1649,[96 79],4.6154763177178095,3.0
1650,[55 77],5.474038499316384,4.0
1651,[11 56],9.22940307779338,5.0
1653,[39 62],5.385776452589283,4.0
1654,[40 86],6.211539857359785,5.0
1655,[76 10],8.769581111127774,7.0
1656,[14 53],4.028776526759844,2.0
1657,[23 47],6.672031425615512,4.0
1659,[10 41],5.397805583638219,4.0
1660,[50 72],5.142407098896785,4.0
1661,[38 77],7.069342658180041,5.0
1662,[63 16],11.635526054886697,6.0
1663,[29 50],6.052831728549498,4.0
1664,[63 21],5.943461039431197,4.0
1665,[72 60],5.048457069826734,4.0
1668,[41 84],3.3198713314419006,2.0
1669,[70 21],4.093256897422405,3.0
1670,[87 34],5.874308545211834,4.0
1671,[46 84],4.066869051730893,3.0
1676,[22 81],5.406996859706965,3.0
1677,[44 67],6.682336523775409,4.0
1678,[79  2],4.299610744801023,4.0
1679,[53 75],9.819834885263123,8.0
1680,[82 91],10.427113374271322,7.0
1681,[36 55],7.480620643831882,4.0
1684,[51 74],6.779497140896272,4.0
1686,[44 35],10.33692051479268,6.0
1688,[53 60],19.602752975825123,14.0
1690,[34 47],13.732546460494152,8.0
1691,[ 3 83],3.2542944004641994,2.0
1692,[87 37],4.706425215640947,4.0
1693,[50 60],5.338411535195533,4.0
1695,[59 99],3.791725551920633,2.0
1696,[20 73],8.92881972847268,6.0
1697,[70 79],6.692029303790409,4.0
1698,[44 41],8.312663864021358,6.0
1699,[68 93],5.796942426819496,4.0
1702,[61 55],4.557367054050756,3.0
1703,[81 21],3.489139780504689,3.0
1704,[51 83],4.554204483693347,3.0
1705,[96 89],3.6392442839209025,4.0
1706,[12 76],13.344292744673556,8.0
1707,[53 45],3.5969891067086417,2.0
1708,[ 7 41],4.982619781424507,3.0
1709,[74 13],3.9978281087791503,4.0
1710,[30 84],9.251341076927726,5.0
1712,[25 54],3.5139132248441656,2.0
1713,[20 81],9.643381964420433,6.0
1714,[71 96],5.618769715222487,3.0
1715,[66 35],3.503712397260654,2.0
1717,[ 0 19],6.693226812988112,4.0
1718,[59 95],6.169371388408499,4.0
1719,[86 36],8.09078334079608,5.0
1720,[26 98],9.590618969403423,6.0
1721,[40 41],4.44964614786698,4.0
1723,[53 77],21.136519145719454,14.0
1725,[39 29],4.25491620735799,4.0
1726,[41 64],3.411781983413101,2.0
1727,[86 72],5.409931240341651,3.0
1730,[19 78],7.561198537748773,6.0
1731,[27 84],6.401835825267719,3.0
1733,[77 23],10.592687761506342,6.0
1735,[24 50],6.996374459393786,3.0
1736,[79  5],3.076707264050536,2.0
1738,[48 43],6.5344627705516345,4.0
1739,[20 54],3.6780484754505043,3.0
1742,[43 77],10.165252142675746,6.0
1744,[86 79],3.4226027491514457,2.0
1745,[84 17],6.299798187077009,4.0
1746,[99 38],14.745774615488633,10.0
1747,[62  6],3.9233343661083864,2.0
1748,[41 63],8.708163576299208,6.0
1750,[57 35],7.26761616875398,5.0
1751,[97 88],7.70086110654091,4.0
1752,[ 7 44],3.617398252167546,2.0
1754,[27 49],15.24988436303743,12.0
1755,[46 69],13.54391837750412,8.0
1756,[49 60],5.3626858359897165,4.0
1757,[18 55],3.52279347466624,2.0
1759,[92 32],5.6749926587303765,4.0
1760,[40 57],5.758998365627218,3.0
1761,[38 37],8.972544886001069,6.0
1763,[24 51],4.758251707616387,3.0
1764,[73  1],4.8790796016922435,4.0
1765,[44 86],9.238546204190246,7.0
1766,[ 5 52],5.3779594019918235,4.0
1768,[ 1 77],9.454984816848729,6.0
1769,[70 15],3.629892941274603,3.0
1770,[16 47],5.017216812339193,3.0
1771,[12 47],9.167315549676932,5.0
1773,[ 5 92],5.707256225847294,4.0
1775,[58 81],5.185590147038411,4.0
1776,[ 3 82],3.5240813689872224,2.0
1777,[ 1 40],4.0475150874812975,2.0
1778,[19 86],6.570664963585787,5.0
1779,[65 29],3.0861752384936976,2.0
1780,[36 48],22.523588303654495,14.0
1782,[13 86],9.276285230352322,6.0
1783,[0 6],7.682529002346859,4.0
1784,[54 93],8.539118075272844,6.0
1785,[53 79],5.565833031824747,6.0
1787,[37 34],6.732387970505692,6.0
1788,[74 26],5.413855230711169,4.0
1789,[28 49],3.4847791311274374,2.0
1790,[ 4 46],13.16257280614292,10.0
1791,[40 79],3.5964580925149403,3.0
1792,[97 21],5.660673685986531,4.0
1797,[24  5],7.044994149352366,4.0
1799,[30 47],9.172020628731218,8.0
1800,[ 1 87],8.684870688597,5.0
1801,[34 53],15.028506113192442,10.0
1802,[75  2],12.978163931584433,8.0
1805,[40 29],7.420672632765063,4.0
1806,[97  0],7.558051246113867,5.0
1807,[24 25],6.274476636888184,3.0
1809,[99  9],8.176004541495864,6.0
1811,[64 52],4.286239232374991,4.0
1813,[0 2],7.3695022918816555,4.0
1814,[93  6],3.2487488415319037,2.0
1815,[13 81],3.628214325972339,2.0
1816,[37 31],9.40090562203095,6.0
1817,[ 3 31],4.284536007263919,4.0
1823,[24  8],6.7801584467403,4.0
1824,[10 88],6.633664186286996,4.0
1825,[69 54],5.418591310097545,4.0
1826,[92 24],3.180957782522313,2.0
1829,[99 40],8.609129615102352,6.0
1831,[64 18],6.09373509773613,4.0
1833,[59 36],5.390338319345552,4.0
1834,[ 9 61],6.684261183489967,4.0
1835,[72  4],3.1190693072654447,3.0
1836,[81 87],8.108842336213154,6.0
1837,[37 66],6.744862528036434,4.0
1838,[71 23],3.9000988548334212,3.0
1839,[81  4],6.99399512115234,4.0
1840,[37 39],3.899500300901744,2.0
1841,[96 96],5.188655049231713,3.0
1842,[59 80],4.661939729839509,3.0
1843,[90 36],8.412264952965598,6.0
1844,[89 35],3.6676742210995545,3.0
1847,[95 21],8.143949374675742,5.0
1848,[ 6 52],9.691518158863264,6.0
1851,[22 18],3.372149896112894,2.0
1854,[ 2 34],12.926026801107817,8.0
1855,[14 48],8.774448502836938,5.0
1856,[38 84],5.788122971994024,4.0
1857,[ 7 37],4.942530022178433,3.0
1859,[14 54],4.118484539939536,3.0
1860,[ 1 30],8.16312796476971,5.0
1861,[82 90],3.1645391307595307,2.0
1862,[90 73],3.74288047496006,2.0
1864,[62 26],12.763132911475461,8.0
1865,[63 73],4.227410281526707,2.0
1867,[46 65],8.602634182134228,6.0
1869,[15 83],7.503119549151334,4.0
1870,[86 74],3.5488163925784497,2.0
1871,[72  1],3.5459518222564226,2.0
1873,[59  0],6.446485223532364,4.0
1874,[44 29],6.376375360211858,4.0
1877,[87 60],5.581647312014672,3.0
1879,[40 33],6.4888797619010585,4.0
1882,[26 55],15.084895532831661,10.0
1883,[95  0],4.357372649014496,3.0
1884,[21 77],4.6909128598662155,3.0
1885,[93 11],13.700876452151226,9.0
1886,[93 92],9.427458835812402,6.0
1887,[45 30],12.925231823340923,8.0
1888,[98 34],3.0253281311863534,2.0
1889,[61 70],7.327578394443822,5.0
1890,[87 76],14.958604269960606,9.0
1891,[72 23],4.337212865168911,3.0
1892,[68 14],3.317133165574406,2.0
1894,[ 8 87],14.005264996812897,8.0
1895,[63 69],9.958293185583775,6.0
1896,[95 87],3.1422149516729414,2.0
1897,[22 17],6.344575566372445,4.0
1898,[44 38],4.597020848334689,3.0
1900,[10 71],5.8149913183038136,3.0
1901,[ 5 31],3.1032996238351456,2.0
1902,[68 22],3.5723691524835957,2.0
1903,[79 98],10.659875261373651,6.0
1905,[ 7 88],6.47244182481073,6.0
1906,[57 50],11.831286062668926,8.0
1907,[79 20],4.1978051445439934,2.0
1908,[80 96],5.538292499940823,3.0
1909,[84 88],7.8658664561420775,4.0
1910,[43 58],6.839900024960158,4.0
1911,[56 50],9.551621826587782,6.0
1912,[71 60],11.541531974066904,8.0
1913,[29 32],7.005936660613407,4.0
1915,[76 98],3.5987038464692818,2.0
1916,[16 76],8.044698435337178,4.0
1917,[73 60],17.248465486366108,10.0
1918,[96 91],8.258884936374605,6.0
1920,[62 11],3.9754104312439935,2.0
1923,[55 75],3.266405886817033,2.0
1924,[84 92],4.390011392124177,3.0
1925,[44 57],5.5011405506565945,4.0
1927,[63  6],18.324812956411282,10.0
1932,[32 53],10.575764697466841,8.0
1933,[4 2],6.936177437815917,5.0
1934,[71 89],3.8235098739664766,3.0
1936,[ 9 70],3.750177050978655,2.0
1937,[97 23],8.164986085523061,4.0
1938,[60 98],6.423897734493915,5.0
1939,[12 83],6.961601134587391,5.0
1940,[22 48],4.3286170001004525,3.0
1943,[39 66],6.27419695528052,4.0
1946,[23 14],5.108252505981025,3.0
1947,[54 77],18.45410178425433,12.0
1949,[27 52],12.301499250954084,8.0
1950,[63 10],6.834663851615851,4.0
1951,[14 79],3.2805389099537514,2.0
1952,[68 45],3.2676976833644984,2.0
1954,[30 46],16.587848951992783,12.0
1955,[97 20],4.460252221974706,2.0
1956,[ 6 57],4.688883836364658,3.0
1958,[70 10],3.2931879206296215,2.0
1959,[56 98],3.9302980599579844,3.0
1960,[56 54],5.045705767317546,4.0
1961,[96 28],5.714986103498967,3.0
1963,[ 9 45],17.362650143197765,10.0
1966,[ 0 62],10.315316806195389,6.0
1968,[54 79],3.0820545220570508,2.0
1969,[63 15],4.921412050658223,4.0
1970,[85 91],4.910855347068339,3.0
1971,[18 75],9.235631486406048,5.0
1973,[10 66],4.583414582049963,4.0
1974,[84 15],3.434347257520829,2.0
1975,[96  4],4.436164884415166,3.0
1976,[22 21],13.105501509825519,9.0
1977,[43 73],4.002900450535461,3.0
1979,[25 53],7.004488336191886,4.0
1980,[88 74],7.238748281791612,5.0
1981,[39 76],9.837242715450808,6.0
1982,[77  3],6.839848988978789,4.0
1983,[53 93],17.710037028927395,12.0
1984,[87 86],4.864581487734058,3.0
1987,[72 94],6.205842432983449,4.0
1988,[80 18],6.866558385478484,5.0
1989,[90 34],6.556940792196158,5.0
1990,[30 54],3.110512735252642,2.0
1992,[35 47],15.84989622552617,10.0
1993,[97 43],3.555771555699255,2.0
1994,[75  0],4.256085482786757,2.0
1995,[59 56],14.576454196816236,8.0
1997,[ 8 45],3.016590984335643,2.0
1998,[98 76],5.696576103169791,4.0
1999,[ 7 87],8.773888511619973,6.0
2000,[21 80],13.519073718669771,8.0
2003,[81 11],7.502496799569199,6.0
