,车辆id,充电需求产生的时间,充电需求产生的地址,预估充电时长,车辆剩余行驶里程
2170,2170,7.8805746232411895,[59 84],2.1949305051812886,134.1782491364519
2171,2171,8.117794125669707,[88  8],1.1680377196613652,305.3270467231058
2172,2172,5.520004543209937,[47 79],2.127859882666159,145.3566862223068
2173,2173,8.28618630057007,[40 54],1.426534865392724,262.24418910121267
2174,2174,5.670718508648868,[42 51],1.327342194336775,278.77630094387087
2175,2175,5.955110218033239,[13 41],1.6943062890727296,217.61561848787838
2176,2176,6.543465522281344,[42  3],1.774423237953255,204.26279367445753
2177,2177,7.561871765674787,[41 55],1.2425960864929668,292.9006522511722
2178,2178,9.187435030718829,[62 40],1.4314653846951417,261.42243588414306
2179,2179,7.808095579238417,[ 2 75],0.6080690781101006,398.65515364831657
2180,2180,7.131619818141701,[16 63],1.7774352094597579,203.7607984233737
2181,2181,7.7233690389148935,[81  1],1.0859126619987394,319.0145563335434
2182,2182,9.699779190039237,[17 56],1.0268708188688698,328.85486352185507
2183,2183,9.584681733716966,[25 75],2.4147680099745212,97.53866500424647
2184,2184,8.364268978080041,[44 68],1.1889416115718487,301.8430647380252
2185,2185,7.788844862896823,[38 30],1.652142282437816,224.64295292703065
2186,2186,9.439799238619452,[37 23],1.5228458082180951,246.19236529698415
2187,2187,9.005079232580577,[17 47],0.757594849157597,373.7341918070672
2188,2188,8.807673991585206,[37 19],1.5204063222766546,246.59894628722424
2189,2189,9.37531240495861,[ 5 39],1.334316851100126,277.613858149979
2190,2190,9.655019793838386,[39 84],0.7795917344983136,370.06804425028105
2191,2191,8.914263468727222,[49 72],2.998377288159273,0.27045197345450706
2192,2192,9.211291193159479,[92 97],1.3648138000503318,272.5310333249447
2193,2193,8.6973114175932,[85  2],0.9446021046619557,342.56631588967406
2194,2194,5.944465303476502,[64 38],1.6108641507450898,231.52264154248502
2195,2195,8.364749792454742,[16 87],1.1729341455329267,304.51097574451217
2196,2196,8.730377640413787,[12 67],1.1403210529795296,309.9464911700784
2197,2197,7.835304543626431,[88 78],1.41836514826733,263.6058086221116
2198,2198,8.480490745824172,[14 55],1.9437933082618746,176.0344486230209
2199,2199,8.663927835721907,[63 79],2.5967545324270818,67.2075779288197
2200,2200,8.367811998665138,[46 11],2.020518594982315,163.24690083628082
2201,2201,8.57444930935125,[42 20],1.5742398760365977,237.62668732723373
2202,2202,8.279700457140983,[46 52],1.1179511725634728,313.67480457275457
2203,2203,8.84909335353405,[38 15],1.105593426520588,315.7344289132353
2204,2204,9.433143894103672,[14 66],1.5332618092139565,244.45636513100723
2205,2205,9.468734624782066,[13 47],1.024062400385666,329.3229332690556
2206,2206,9.436170888761918,[65 45],1.7369465808517222,210.50890319137963
2207,2207,9.143931598571559,[87 28],1.0919183282211433,318.01361196314275
2208,2208,5.910857910870656,[37 49],1.9642794258653864,172.62009568910227
2209,2209,6.953713656955594,[89 77],1.572182860572343,237.96952323794284
2210,2210,9.07927605472995,[89 75],1.7984925475516875,200.25124207471876
2211,2211,8.255282090516916,[14 60],0.9453278127554103,342.44536454076496
2212,2212,8.505436529737988,[ 7 83],1.522426254264384,246.26229095593598
2213,2213,6.959953884409333,[15 64],2.2412182432831522,126.46362611947463
2214,2214,9.327208382736847,[95 70],1.8758619351394692,187.3563441434218
2215,2215,8.878565614773539,[70 16],1.3925728512185658,267.90452479690566
2216,2216,5.997391712522033,[97 65],1.594637788702011,234.2270352163315
2217,2217,9.512425535725086,[19 91],2.4980130264634828,83.66449558941953
2218,2218,8.927289920037865,[46 20],0.7299742555297233,378.3376240783795
2219,2219,7.99498264591379,[94 67],1.7544486541814488,207.59189096975854
2220,2220,7.727634409810717,[42 84],2.131148576823677,144.8085705293872
2221,2221,9.91858112683081,[ 5 33],1.9237071595125546,179.3821400812409
2222,2222,9.029077022613148,[25 98],0.28440340085213855,452.5994331913103
2223,2223,8.765261907258065,[ 4 96],1.6052387764895188,232.46020391841353
2224,2224,6.65866025070846,[66 63],2.041210818484126,159.7981969193123
2225,2225,6.57823062587056,[64 76],1.1107620980720538,314.87298365465773
2226,2226,7.55736465289576,[22 60],1.929263529667099,178.45607838881682
2227,2227,7.916652030847732,[38 97],2.6156932058138227,64.05113236436289
2228,2228,9.990271633015569,[26  0],0.5773137946172922,403.7810342304513
2229,2229,5.498388936877692,[89 78],1.5912338619183735,234.79435634693778
2230,2230,8.780231036605802,[15 54],0.9291891758660709,345.1351373556548
2231,2231,6.292233133825356,[25 71],1.5894772751502133,235.08712080829778
2232,2232,6.939945566451174,[11 53],1.5905230024805803,234.91283291990328
2233,2233,8.664276709796736,[ 4 41],2.1068885444971466,148.85190925047556
2234,2234,8.811770971925123,[18 47],1.5352361217024528,244.1273130495912
2235,2235,9.086670519363194,[89 99],0.3272924282403209,445.4512619599465
2236,2236,7.312491483109108,[61 81],2.2107657329321935,131.53904451130109
2237,2237,8.368580670567974,[20 68],1.4401993455521247,259.9667757413126
2238,2238,8.200321578002853,[17 47],1.563183418748107,239.46943020864884
2239,2239,9.68901624185415,[87 19],1.3895565444462246,268.4072425922959
2240,2240,8.812161712059424,[ 9 69],0.7227365415663989,379.5439097389335
2241,2241,9.579026509447964,[70 42],1.5864909531762952,235.58484113728414
2242,2242,9.28765284647941,[13  1],0.966374870479503,338.93752158674954
2243,2243,7.945137345850537,[88 74],0.5774569136981431,403.7571810503095
2244,2244,5.523822451562635,[35 72],1.62788914336476,228.68514277254002
2245,2245,6.931302742067113,[21 61],2.052619222664825,157.89679622252913
2246,2246,7.256079503800118,[36 99],1.9450735809292716,175.8210698451214
2247,2247,7.359425732461506,[31 71],0.8519414322121589,358.0097612979735
2248,2248,8.399631361192306,[95 67],1.9486611083931735,175.22314860113775
2249,2249,8.192839360590675,[57 96],2.285930490978208,119.01158483696535
2250,2250,6.441783930617706,[11 50],0.8826209684139229,352.89650526434616
2251,2251,7.259692884339496,[86 28],2.646546197765838,58.90896703902696
2252,2252,8.746719760854162,[98 59],1.8514637145696662,191.42271423838898
2253,2253,9.340872208552385,[20 69],1.8556131030091332,190.7311494984778
2254,2254,8.967902517579509,[88  5],2.0170702736309396,163.8216210615101
2255,2255,7.20698158774888,[58 67],1.6571000701665142,223.81665497224765
2256,2256,9.869320312111489,[92 82],1.8307672163485422,194.8721306085763
2257,2257,8.682280548780254,[63 99],1.2678176272105013,288.69706213158315
2258,2258,8.081736885794182,[44 21],0.7925670157134465,367.90549738109223
2259,2259,8.418905312007153,[29 83],0.8178667661307473,363.6888723115421
2260,2260,6.446653882418822,[ 7 83],0.5456127189823518,409.06454683627476
2261,2261,9.097973990801252,[87 11],2.4116884171370896,98.05193047715173
2262,2262,9.846977911423787,[46 54],1.0842398740907218,319.29335431821306
2263,2263,8.175852241248169,[44 35],2.609272261621463,65.12128972975617
2264,2264,7.3909651476944465,[90 85],1.4570246879145887,257.1625520142352
2265,2265,7.769913053686229,[21 43],2.487625079260128,85.39582012331196
2266,2266,7.908476381289411,[15 82],2.1785740178037774,136.9043303660371
2267,2267,6.886163173432753,[56  0],0.9551729778403326,340.8045036932779
2268,2268,9.571704456487554,[43 36],0.9725988000803013,337.9001999866165
2269,2269,7.723390509453942,[45 49],1.7472859233959874,208.78567943400208
2270,2270,7.222152508109353,[42 12],1.2758641326752769,287.3559778874539
2271,2271,8.933164841758632,[21 70],2.0993559444947385,150.10734258421024
2272,2272,8.082095443510333,[20 38],2.2329448091376785,127.84253181038693
2273,2273,7.631026655510317,[25 78],2.287157013075273,118.8071644874545
2274,2274,9.594758523910297,[44 18],1.8314439198192938,194.75934669678438
2275,2275,9.771779025078633,[36 62],2.1543118374692156,140.94802708846407
2276,2276,9.933536860315165,[54 78],1.2826097762208848,286.23170396318585
2277,2277,9.910900968737982,[42 56],0.0438053661014004,492.6991056497665
2278,2278,7.7592969223637205,[45 34],1.045967181743016,325.67213637616396
2279,2279,7.81134789677248,[18 63],1.324180306846493,279.3032821922511
2280,2280,9.7821331273162,[16 64],0.9992130143927016,333.4644976012164
2281,2281,9.589933724212768,[11 67],2.6400186162214547,59.99689729642421
2282,2282,8.789028221834018,[86 74],1.8514705633977293,191.42157276704512
2283,2283,5.927236615231601,[44 28],1.7300837623541685,211.65270627430525
2284,2284,7.676387648488439,[ 2 87],1.3275571765259602,278.7404705790066
2285,2285,6.902135540558605,[ 3 83],1.807051012794142,198.82483120097635
2286,2286,6.473771384529084,[88 84],1.6685475467725455,221.90874220457576
2287,2287,8.718093389173262,[46  6],1.9965702935419514,167.23828440967478
2288,2288,8.675399744151726,[74 58],1.658404218257027,223.59929695716215
2289,2289,7.908557636908107,[89 11],0.47393913702556034,421.0101438290733
2290,2290,8.209325987301824,[21 61],1.9290828901181285,178.48618498031192
2291,2291,8.108687556542586,[43 62],2.3714558767579588,104.75735387367354
2292,2292,7.520584030863779,[37 89],0.9326917056902353,344.5513823849608
2293,2293,9.61813273740945,[41 11],1.1951027752913408,300.8162041181099
2294,2294,9.266334604167815,[11 71],0.9549434178003939,340.8427636999343
2295,2295,6.303842030138133,[89 77],1.4157878809380067,264.0353531769989
2296,2296,5.820851789000596,[20 39],1.4746958709918332,254.21735483469448
2297,2297,8.125642974883306,[46 84],1.4977448366971342,250.37586055047763
2298,2298,6.137064455400289,[39 21],1.5170878102839793,247.15203161933678
2299,2299,8.47325663392736,[16 63],1.6974889442534138,217.08517595776436
2300,2300,6.248646735882713,[45 27],2.04975459355132,158.3742344081133
2301,2301,8.834356737639785,[86 10],1.6300800521613028,228.31999130644954
2302,2302,8.145015342539775,[44 90],1.436442924294949,260.5928459508418
2303,2303,6.8760841642737045,[19 89],1.2907880515148646,284.8686580808559
2304,2304,9.813526867361826,[29 67],1.419747902843201,263.37534952613316
2305,2305,9.0893822626377,[ 8 62],1.7549826571214833,207.50289047975278
2306,2306,9.845099160562055,[96 68],1.2178760339269656,297.0206610121724
2307,2307,8.524281490056534,[ 2 97],1.6413961742233307,226.4339709627782
2308,2308,7.877107128364913,[44 17],1.2100968768489409,298.3171871918432
2309,2309,7.487186222238074,[52 73],1.3078515658424872,282.0247390262521
2310,2310,8.212689777570377,[64 97],2.3179584378441,113.67359369265
2311,2311,9.904172571798318,[43  9],2.9266766155125454,12.220564081242427
2312,2312,8.306265322922451,[97 81],0.7957127691447865,367.3812051425356
2313,2313,9.241508230335452,[20 84],0.28344738106801426,452.75876982199765
2314,2314,7.250326467507236,[42 48],2.6454735318865397,59.08774468557672
2315,2315,8.863114552826481,[31 79],1.2361819595300476,293.96967341165873
2316,2316,7.642564815430538,[37 24],1.734528603612435,210.9118993979275
2317,2317,6.660070034977991,[40 36],1.420186796847983,263.30220052533616
2318,2318,9.205707165012152,[37 49],1.5781921594621902,236.9679734229683
2319,2319,9.916893669212085,[45  6],1.529444993629028,245.09250106182867
2320,2320,6.832741039586822,[20  1],1.537479004789841,243.7534992016932
2321,2321,8.369212965166772,[39 24],2.084957546408978,152.50707559850372
2322,2322,9.654434457582717,[56 49],1.88007669202721,186.65388466213165
2323,2323,7.222816151851783,[12 85],1.4472340924559985,258.79431792400027
2324,2324,9.068557561982715,[45 55],1.4906667658554067,251.5555390240989
2325,2325,7.984885468849595,[39 13],1.7004518849006771,216.59135251655383
2326,2326,9.824047581878302,[45 11],1.1295136918694193,311.74771802176343
2327,2327,7.506898415626223,[15 63],1.350693296638579,274.88445056023687
2328,2328,7.485581993644822,[96 42],2.169039061209496,138.49348979841736
2329,2329,6.622885707870449,[13 41],1.3709989074229672,271.5001820961722
2330,2330,8.168522439758181,[25 74],1.5796229960851345,236.72950065247758
2331,2331,8.558164206541516,[16 56],2.532156396444284,77.97393392595265
2332,2332,8.672066980429067,[93 62],1.6004766290417767,233.2538951597039
2333,2333,8.048849319117531,[76  1],1.0519366634048146,324.67722276586426
2334,2334,7.073872596569591,[88  9],1.2852771220537857,285.787146324369
2335,2335,6.339702383410137,[13 65],1.88048471917953,186.585880136745
2336,2336,9.715617197646328,[45 17],1.8752129328676803,187.46451118871997
2337,2337,8.47277241062712,[67 59],0.9890575997556071,335.1570667073988
2338,2338,6.808475260210866,[ 4 97],1.767321679721211,205.44638671313152
2339,2339,9.968435009613557,[44 90],1.4799735435812482,253.33774273645864
2340,2340,7.91022034351137,[60 53],1.289198898647597,285.1335168920672
2341,2341,9.75414560930474,[16 85],1.349285380501186,275.1191032498023
2342,2342,6.984687787441374,[19 54],1.6118043731965186,231.36593780058024
2343,2343,8.424028245375741,[89  8],1.7804362413952237,203.26062643412936
2344,2344,8.166259082457014,[79 58],2.1990433877134548,133.4927687144242
2345,2345,7.655453950981364,[69  8],1.7198012051922718,213.36646580128803
2346,2346,9.143604345664436,[96 38],2.317713436183835,113.71442730269413
2347,2347,9.355596064408763,[70  3],1.6857980990446193,219.03365015923012
2348,2348,9.647319280200971,[42 95],2.1134142296383036,147.76429506028273
2349,2349,8.843629440964582,[14 68],1.2457422731663645,292.37628780560595
2350,2350,9.205698806168511,[58 70],1.9903670517128076,168.27215804786542
2351,2351,5.1018733200311015,[39 56],0.5504379857966669,408.26033570055546
2352,2352,7.689487289327689,[84 58],1.823684255360221,196.05262410662982
2353,2353,9.079605614925121,[37 64],1.8528784649970245,191.18692250049594
2354,2354,5.971275986194055,[41 21],0.3760485520952117,437.3252413174647
2355,2355,7.059453190561684,[79 57],1.3175595049978297,280.4067491670284
2356,2356,8.617838482198533,[88  3],1.3228589287261376,279.52351187897705
2357,2357,9.090183257935255,[42 49],1.158217687778195,306.9637187036342
2358,2358,8.65066953714826,[21 99],0.45430935154664653,424.2817747422256
2359,2359,8.105111414301213,[61 78],1.4030499764862598,266.15833725229004
2360,2360,8.668720361801157,[15 86],0.9209418710520647,346.5096881579892
2361,2361,8.699289147807272,[42 68],1.696868922348517,217.18851294191384
2362,2362,8.453113095934919,[34 78],0.7403408748793417,376.6098541867764
2363,2363,8.806154911597408,[28  0],1.7541829237381938,207.63617937696768
2364,2364,9.684049822936055,[32 72],1.8928903853954873,184.51826910075212
2365,2365,8.531517505798327,[73  1],2.230527987062745,128.24533548954253
2366,2366,6.0836046764231355,[40  8],1.3673245661910056,272.11257230149903
2367,2367,6.804900475118519,[19 60],1.6755759041665428,220.7373493055762
2368,2368,6.363872243105426,[30 69],1.629715502718327,228.3807495469455
2369,2369,9.120563433089167,[69 18],1.2140198216805338,297.6633630532444
2370,2370,7.678634710228828,[90 84],1.2911856908272754,284.8023848621208
2371,2371,7.242300939132065,[25 76],1.9716254867489273,171.3957522085121
2372,2372,7.059723613530286,[41 21],1.77540594916883,204.09900847186165
2373,2373,9.849469936613687,[78  1],2.3132155538659314,114.46407435567811
2374,2374,7.698287167400408,[13 70],0.32866696092953784,445.22217317841034
2375,2375,8.820491292510695,[39 23],2.0293136908070077,161.78105153216538
2376,2376,7.372402306419723,[14 39],1.5058643906594338,249.02260155676103
2377,2377,6.8832301673747,[20 82],1.9267394373850357,178.87676043582738
2378,2378,8.265105957648613,[68 42],0.9452397104443152,342.46004825928077
2379,2379,8.384493238709178,[19 84],1.6823730706469833,219.6044882255028
2380,2380,9.183944457883857,[37 48],2.300556318526872,116.57394691218803
2381,2381,8.195895536336948,[33 70],0.21558156923800587,464.06973846033236
2382,2382,9.575932343688859,[44 89],0.6776882168941313,387.0519638509781
2383,2383,9.835599857627946,[60 49],1.5562764632800983,240.62058945331697
2384,2384,8.626280823202322,[28 64],2.163779806977846,139.37003217035897
2385,2385,9.776614338868923,[46 92],0.781399016301932,369.7668306163447
2386,2386,7.074532711442034,[86 28],2.2000811810360226,133.3198031606629
2387,2387,9.369835753124919,[79  2],1.5319026837015375,244.68288604974376
2388,2388,6.610250688628671,[ 4 41],1.82108836194019,196.48527300996832
2389,2389,9.224981285166153,[14 66],1.775403752092874,204.09937465118765
2390,2390,9.081506554971458,[40 53],0.9590455422598593,340.15907629002345
2391,2391,6.0464420293799,[44 61],1.305189055132571,282.46849081123815
2392,2392,9.491271861966881,[89 26],1.226551538675809,295.57474355403184
2393,2393,8.740774848498846,[89 12],1.3518181866243533,274.69696889594115
2394,2394,9.29624962264276,[16 85],1.2876874420674067,285.3854263220989
2395,2395,7.498466961951951,[91 75],1.023596602625177,329.40056622913716
2396,2396,6.90046217974571,[25 61],2.3210137580680685,113.16437365532191
2397,2397,8.770227298352244,[94 71],1.504581938904155,249.23634351597414
2398,2398,9.984292163480191,[45 16],1.7451953173176105,209.13411378039825
2399,2399,9.685978536521969,[33 64],1.3109451102162455,281.5091482972924
2400,2400,9.863758870945109,[43  4],1.0378764156576916,327.02059739038475
2401,2401,6.331146498695657,[58 52],1.5825264054993835,236.2455990834361
2402,2402,7.617796592017685,[89 98],1.0435252322081188,326.07912796531355
2403,2403,7.442518459532808,[20 64],1.9449791327260235,175.83681121232942
2404,2404,9.626243738997069,[17 50],2.00721475125352,165.46420812441332
2405,2405,8.599001550869248,[29 99],2.5333826042568335,77.76956595719442
2406,2406,9.231212907941169,[65 84],2.558790963064098,73.53483948931701
2407,2407,8.425155344718815,[91 16],1.404445909230852,265.925681794858
2408,2408,7.465744985328913,[64 42],1.7074876124873566,215.41873125210722
2409,2409,7.867582999036598,[37 14],0.7051512849606555,382.4747858398907
2410,2410,9.838798762939199,[42 66],2.4919365024037434,84.6772495993761
2411,2411,8.269234115840726,[42  4],1.374843552351003,270.8594079414995
2412,2412,7.799526653306651,[99 62],2.2776853822892473,120.38576961845878
2413,2413,8.011722573943487,[63 93],0.7238901873426915,379.35163544288474
2414,2414,7.419321471100568,[90 26],1.744241213839835,209.29313102669414
2415,2415,8.51013457143547,[39 13],0.5393691326804034,410.10514455326614
2416,2416,7.123203027807689,[59 61],0.9409138876185097,343.1810187302484
2417,2417,8.995502185838722,[44 47],2.166583532043755,138.90274465937415
2418,2418,7.903715550950393,[62 80],1.5448962373564465,242.5172937739256
2419,2419,6.161376199260501,[44 15],1.5368153850720607,243.86410248798987
2420,2420,7.388970330229134,[13 88],0.9728621768571285,337.85630385714524
2421,2421,8.006026569108496,[ 9 69],1.8110024901806239,198.1662516365627
2422,2422,9.536182620429111,[93 94],2.1447166213953124,142.54722976744793
2423,2423,8.901951965902743,[46 89],1.2457856926963384,292.36905121727693
2424,2424,8.075389567568896,[26 76],1.4636779306109824,256.05367823150294
2425,2425,6.338050388671636,[86 12],1.3194107906066341,280.098201565561
2426,2426,7.660630328017755,[14 68],1.6995006996786675,216.74988338688874
2427,2427,9.225900251652774,[ 7 44],1.5350633560369145,244.15610732718093
2428,2428,8.690539232338669,[37 53],1.696085434230806,217.31909429486566
2429,2429,9.223393496452278,[64 37],1.1670184651459357,305.49692247567737
2430,2430,6.149946760102895,[17 60],1.6055695723148142,232.4050712808643
2431,2431,8.756685433455827,[87  6],1.2487411529774657,291.8764745037557
2432,2432,7.3880048429462,[ 7 86],2.132896976585924,144.5171705690127
2433,2433,6.64936695116374,[39 34],0.6709368619049525,388.1771896825079
2434,2434,7.469517533703311,[32 72],1.0569887409181913,323.8352098469681
2435,2435,8.063267607502166,[48 79],1.86140207968034,189.76632005327664
2436,2436,8.120121102082097,[59 84],1.7504411532817035,208.25980778638277
2437,2437,7.114762230646777,[66 84],1.5879783402576828,235.33694329038622
2438,2438,7.075612467301063,[49 79],1.1211442337800102,313.14262770333164
2439,2439,7.068778503734224,[54 75],1.2240692628677556,295.9884561887074
2440,2440,6.404798162168801,[21 64],1.1961157450406166,300.6473758265639
2441,2441,9.08633531932652,[66 45],1.2253636094991407,295.77273175014324
2442,2442,9.78781268011586,[90 84],1.7635769192659672,206.07051345567214
2443,2443,9.265736060197778,[63 72],1.8486866011706344,191.88556647156094
2444,2444,9.131016464294575,[87  3],1.3473871822075567,275.4354696320739
2445,2445,8.4318722268874,[64 73],1.8229565780637391,196.17390365604348
2446,2446,8.589426591555533,[ 9 71],1.2945711960390016,284.23813399349973
2447,2447,7.006228348643907,[15 60],1.2288644974076979,295.18925043205036
2448,2448,7.658062300877616,[46 52],1.8151163605611127,197.4806065731479
2449,2449,8.993450357075758,[ 3 34],0.9733224882334092,337.7795852944318
2450,2450,9.033639361928486,[61 42],0.6596651427554123,390.05580954076464
2451,2451,8.83588103487738,[43 23],0.856729537797421,357.21174370042985
2452,2452,9.288469266262831,[37 54],1.6424451066179475,226.25914889700874
2453,2453,6.135816534176184,[16 49],1.39234351591212,267.94274734798
2454,2454,7.665272367673903,[25  0],1.6920353303278175,217.99411161203042
2455,2455,6.554463738493132,[36 76],1.1004010377727105,316.5998270378816
2456,2456,8.732340079752593,[45  6],1.3048662285628703,282.5222952395216
2457,2457,6.575139190269072,[43 46],1.511295998143475,248.11733364275415
2458,2458,8.983280956154868,[16 61],1.8195330163848504,196.7444972691916
2459,2459,7.199004693767653,[32 72],1.0776652474693889,320.3891254217685
2460,2460,8.497302559988695,[17 62],1.3503850487485156,274.93582520858075
2461,2461,6.4096200320088,[21 61],1.76328084907943,206.11985848676164
2462,2462,9.046615386844763,[ 7 68],1.5139491524419868,247.67514125966886
2463,2463,8.181891302205027,[45 86],1.6563821146889754,223.9363142185041
2464,2464,7.458619660178252,[94 63],1.692607391435995,217.89876809400084
2465,2465,9.63597140844523,[42 65],1.0691676952400317,321.80538412666135
2466,2466,6.7968254647376005,[90 78],1.0490803053913236,325.15328243477944
2467,2467,8.166450764669264,[90 77],1.5521646112555585,241.30589812407356
2468,2468,9.025038224814722,[43 36],1.4711353349319305,254.8107775113449
2469,2469,7.93016409404129,[41 92],1.5526872130038887,241.2187978326852
2470,2470,8.96516413224843,[89 93],1.4320800254939474,261.3199957510088
2471,2471,9.33967301363785,[48 73],1.3886755707467209,268.5540715422132
2472,2472,6.758087485197668,[95 61],1.6580020631932877,223.66632280111872
2473,2473,9.471663975120906,[50 74],2.0593381963520567,156.7769672746572
2474,2474,8.51292291545201,[46 22],1.5258736029428128,245.68773284286453
2475,2475,8.211636727629031,[81 58],1.7405776021143906,209.9037329809349
2476,2476,7.228811479326391,[98 92],0.3406664423310457,443.22225961149235
2477,2477,8.712609606648812,[54 75],1.20857012568662,298.57164571889666
2478,2478,9.139046333412209,[44 12],2.164510169532656,139.24830507789068
2479,2479,6.220204068376196,[91 27],1.1028373478256768,316.1937753623872
2480,2480,9.505173509325553,[28 79],1.2342776446221664,294.28705922963894
2481,2481,8.000085957830647,[51 75],2.21114164441234,131.47639259794335
2482,2482,7.131326362620701,[77  1],2.183227111339233,136.1288147767945
2483,2483,9.134911457053125,[60 96],1.044822232690605,325.8629612182325
2484,2484,8.568011522322138,[23 60],1.9729555960277627,171.1740673287062
2485,2485,8.2162133228189,[77 32],1.9034277985391672,182.76203357680546
2486,2486,9.157285949204374,[43 34],1.3350185974400919,277.4969004266514
2487,2487,8.03495621677154,[55 76],0.8912678875998301,351.45535206669496
2488,2488,6.91933137388918,[17 67],1.6532131123035294,224.4644812827451
2489,2489,7.084925843626705,[42 35],1.4889598418842767,251.84002635262053
2490,2490,6.981504197876723,[40 11],1.1976418629167211,300.39302284721316
2491,2491,6.563825392048986,[40 21],1.7018181704909243,216.3636382515126
2492,2492,8.592715241186106,[64 35],0.9452004270367136,342.4665954938811
2493,2493,8.83079970198484,[39 56],0.7689192188602704,371.84679685662167
2494,2494,7.255310778502909,[38 97],0.7790172512636792,370.16379145605345
2495,2495,8.5585094591175,[86 75],1.8690690589776748,188.4884901703875
2496,2496,8.218702970689789,[69 23],1.8599752349390666,190.00412751015557
2497,2497,7.163809695126602,[73 59],1.3090417230073912,281.8263794987682
2498,2498,8.027422652987491,[15  0],0.8224930818757563,362.91781968737394
2499,2499,6.641088886890355,[69  1],1.7511184611150328,208.14692314749453
2500,0,11.777335097396364,[82 90],1.2237416902262435,296.04305162895946
2501,1,11.305148368710704,[50  5],2.4100732244248357,98.32112926252738
2502,2,11.30226260164562,[33 48],1.4161331293005628,263.97781178323953
2503,3,11.451171969445182,[83  3],1.6739029627939574,221.01617286767376
2504,4,11.815418294097936,[ 0 93],1.7460118057873744,208.99803236877094
2505,5,11.98428153124352,[55 26],1.7022122685885988,216.29795523523353
2506,6,11.217071486898343,[0 7],1.6940383782458515,217.6602702923581
2507,7,11.534644274332031,[52 19],1.1931202316466285,301.14662805889526
2508,8,11.519130498066588,[50 88],1.5942754187393682,234.2874302101053
2509,9,11.012310187359303,[11 26],1.5519876635052363,241.33538941579394
2510,10,11.26079092743972,[ 1 97],1.3595595312593964,273.40674479010056
2511,11,11.401497428776544,[91 97],1.571664517308091,238.05591378198486
2512,12,11.517513645992086,[37 77],1.1212497769611744,313.1250371731376
2513,13,11.513520267140713,[66 24],1.0060002610347998,332.33328982753335
2514,14,11.611394870131575,[71 53],1.2877311801101239,285.3781366483127
2515,15,11.756944313754014,[74 23],1.8344623965332656,194.25626724445576
2516,16,11.221622779850481,[19 26],0.7912960626413224,368.11732289311294
2517,17,11.35011769003775,[57 37],1.4044064508360603,265.93225819399
2518,18,11.236683656124809,[ 5 76],1.5162607129593262,247.28988117344562
2519,19,11.286841194039715,[59 92],1.4705219459580352,254.91300900699414
2520,20,11.113788252270552,[14 26],2.7562942142594924,40.61763095675127
2521,21,11.100331979424022,[76 98],1.710972295565939,214.83795073901015
2522,22,11.827768956714076,[ 1 51],2.142093753817095,142.9843743638175
2523,23,11.71080655373241,[73 46],2.149912531299087,141.6812447834855
2524,24,11.580313997176807,[54 83],1.9067853046501249,182.2024492249792
2525,25,11.01617748881144,[49 34],2.1658605403991213,139.02324326681313
2526,26,11.59354370640146,[50 40],2.4009334402390143,99.84442662683095
2527,27,11.898733244086763,[74 78],1.6617482562097736,223.04195729837107
2528,28,11.947991991759562,[18  8],1.400430851083435,266.5948581527608
2529,29,11.790363638111451,[56 73],1.8539069674114645,191.01550543142255
2530,30,11.396534445234131,[86 69],1.5049130653529168,249.18115577451385
2531,31,11.382521520002918,[52 22],2.4574490267135625,90.42516221440626
2532,32,11.706026576487723,[93 73],0.7428816360375499,376.1863939937417
2533,33,11.137649768904625,[96 99],1.675019421464243,220.83009642262616
2534,34,11.372268023712284,[ 3 28],1.7769981811379691,203.83363647700514
2535,35,11.258582195059555,[13 27],1.6402740525951316,226.62099123414473
2536,36,11.966947210905646,[67 77],1.731061355765707,211.48977403904883
2537,37,11.498569209404906,[68 47],1.626416616083345,228.93056398610915
2538,38,11.426232111561635,[81  7],1.9389924260164033,176.8345956639328
2539,39,11.50621084096737,[73 15],2.3021665022930016,116.3055829511664
2540,40,11.280163681225538,[54 56],1.5152969597724633,247.45050670458946
2541,41,11.476516484023325,[58 29],1.1272187837810659,312.13020270315565
2542,42,11.557948109442428,[76 55],0.8740554676634196,354.32408872276346
2543,43,11.737644438789271,[51 83],2.0986855886593903,150.2190685567683
2544,44,11.146940394916884,[31 50],0.9774059839758031,337.09900267069946
2545,45,11.096998805749402,[66  6],0.5629393887854811,406.1767685357531
2546,46,11.194038069600646,[18 11],2.179221335656417,136.79644405726384
2547,47,11.631011457867025,[32 31],2.2043041016508362,132.61598305819396
2548,48,11.781861600569918,[19 33],1.7427898518672,209.5350246888
2549,49,11.979060487210777,[49 94],1.4870635942290151,252.15606762849745
2550,50,11.49359269883907,[75 75],2.168220152399447,138.62997460009217
2551,51,11.625870307287054,[81 72],1.8802270655008129,186.6288224165312
2552,52,11.419473967505631,[23 88],1.6878308854727173,218.6948524212138
2553,53,11.398567376413551,[ 1 54],1.6916142598780237,218.06429002032937
2554,54,11.450430732517253,[83 87],0.4129679268950164,431.172012184164
2555,55,11.853701159431985,[24 84],0.18871998313780347,468.54666947703276
2556,56,11.155316914701665,[54 85],1.2748116887810288,287.53138520316185
2557,57,11.023106009240028,[51 27],0.6795249666556723,386.7458388907213
2558,58,11.819377372461966,[40 40],1.8030212510682628,199.49645815528953
2559,59,11.333541866252851,[93 75],2.1161412503897195,147.3097916017134
